signal_date,strategy_leg,ts_code,name,buy_date,exit_rule,hold_offset,matched_condition_profile_ids,matched_strategy_branch_ids,resolved_exit_profile_id,fill_probability,planned_buy_amount,available_fill_amount,status,exit_date,stock_return_before_fees,entry_reference_price,entry_price,exit_reference_price,exit_price,buy_adj_factor,sell_adj_factor,position_scale,account_return,entry_filled,position_opened,outcome_observable,position_open_until,action_date
20260109,C,603882.SH,金域医学,20260112,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,594569551.672602,OK,20260114,0.04637454382352346,35.28,35.315279999999994,36.99,36.95301,1.1061,1.1061,1.0,0.037304008865496785,True,True,True,20260114,20260112
20260113,C,002342.SZ,巨力索具,20260114,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK4_10_FD01_03,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK4_10_FD01_03,1.0,412500.0,2181153038.156,OK,20260119,-0.17165834165834148,13.0,13.012999999999998,10.79,10.779209999999999,2.481,2.481,1.0,-0.14242742118131851,True,True,True,20260119,20260114
20260114,C,002194.SZ,武汉凡谷,20260115,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,372556293.310157,OK,20260119,-0.05361879499810518,14.5,14.514499999999998,13.75,13.73625,3.9025,3.9025,1.0,-0.04512367511367929,True,True,True,20260119,20260115
20260116,C,601163.SH,三角轮胎,20260119,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK4_10_FD01_03,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK4_10_FD01_03,1.0,412500.0,453118981.0,OK,20260121,-0.029823336514786192,16.14,16.156139999999997,15.69,15.67431,1.2482,1.2482,1.0,-0.025508323180072602,True,True,True,20260121,20260119
20260122,C,601212.SH,白银有色,20260123,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK4_10_FD01_03,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK4_10_FD01_03,1.0,412500.0,7873203791.331532,LIMIT_UP_UNBUYABLE,,,,,,,,,,,False,False,False,,20260123
20260126,C,000603.SZ,盛达资源,20260127,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK4_10_FD01_03,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK4_10_FD01_03,1.0,412500.0,224594462.14010847,OK,20260129,0.19001996947828803,56.86,56.91685999999999,67.8,67.73219999999999,4.3216,4.3216,1.0,0.15571549397498374,True,True,True,20260129,20260127
20260129,C,603162.SH,海通发展,20260130,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,129685403.61831877,OK,20260203,0.011206759814002432,14.36,14.374359999999998,14.55,14.53545,2.2567,2.2567,1.0,0.008314087929306298,True,True,True,20260203,20260130
20260202,C,603629.SH,利通电子,20260203,FIXED_T2_CLOSE,2,C_THIRD_LIMITUP30_50_RANK4_10_FD01_03_CHAIN_NOT15_AMOUNT_NOT2_3,C_BRANCH_3_PROFIT_EXPANSION,C_THIRD_LIMITUP30_50_RANK4_10_FD01_03_CHAIN_NOT15_AMOUNT_NOT2_3,1.0,412500.0,861073447.2800002,OK,20260204,-0.0019980019980017083,40.0,40.03999999999999,40.0,39.96,2.0412,2.0412,1.0,-0.002571016483516244,True,True,True,20260204,20260203
20260227,C,603530.SH,神马电力,20260302,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK4_10_FD01_03,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK4_10_FD01_03,1.0,412500.0,1679310318.154456,OK,20260304,0.11477005626914227,60.17,60.230169999999994,67.21,67.14278999999999,1.058,1.058,1.0,0.09368460133194051,True,True,True,20260304,20260302
20260302,C,600583.SH,海油工程,20260303,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,1258627807.795496,OK,20260305,-0.08298145768312815,8.38,8.38838,7.7,7.6923,22.3144,22.3144,1.0,-0.06932825022948397,True,True,True,20260305,20260303
20260306,C,002913.SZ,奥士康,20260309,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK4_10_FD01_03,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK4_10_FD01_03,1.0,412500.0,1245465628.94726,OK,20260311,0.01494665858933697,51.83,51.881829999999994,52.71,52.65729,2.2659,2.2659,1.0,0.011397005231600674,True,True,True,20260311,20260309
20260309,C,000601.SZ,韶能股份,20260310,FIXED_T2_CLOSE,2,C_THIRD_LIMITUP30_50_RANK4_10_FD01_03_CHAIN_NOT15_AMOUNT_NOT2_3,C_BRANCH_3_PROFIT_EXPANSION,C_THIRD_LIMITUP30_50_RANK4_10_FD01_03_CHAIN_NOT15_AMOUNT_NOT2_3,1.0,412500.0,687488591.9228855,OK,20260311,0.05697484333848002,6.6,6.6065999999999985,6.99,6.98301,10.9488,10.9488,1.0,0.04604217231518508,True,True,True,20260311,20260310
20260311,C,600726.SH,华电能源,20260312,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK4_10_FD01_03,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK4_10_FD01_03,1.0,412500.0,1529212887.834364,OK,20260316,0.20969939151757355,3.63,3.6336299999999997,4.4,4.3956,3.597,3.597,1.0,0.17193786638361655,True,True,True,20260316,20260312
20260313,C,600726.SH,华电能源,20260316,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK2_3_FD01_03_LD_5_15,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK2_3_FD01_03_LD_5_15,1.0,412500.0,3759590292.36944,OK,20260318,0.05834630485793291,4.3,4.3043,4.56,4.55544,3.597,3.597,1.0,0.047172711589573334,True,True,True,20260318,20260316
20260316,C,000617.SZ,中油资本,20260317,FIXED_T2_CLOSE,2,C_THIRD_LIMITUP30_50_RANK4_10_FD01_03_CHAIN_NOT15_AMOUNT_NOT2_3,C_BRANCH_3_PROFIT_EXPANSION,C_THIRD_LIMITUP30_50_RANK4_10_FD01_03_CHAIN_NOT15_AMOUNT_NOT2_3,1.0,412500.0,5828882659.313049,OK,20260318,0.012556193806193994,9.6,9.609599999999999,9.74,9.73026,7.9758,7.9758,1.0,0.009426469213599055,True,True,True,20260318,20260317
20260325,C,600780.SH,通宝能源,20260326,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,343736518.48974603,OK,20260330,-0.05664739432666421,7.67,7.677669999999999,7.25,7.24275,11.9387,11.9387,1.0,-0.04762024569823918,True,True,True,20260330,20260326
20260413,C,605255.SH,天普股份,20260414,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK4_10_FD01_03,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK4_10_FD01_03,1.0,412500.0,1025590088.704,OK,20260416,0.007902634500185801,111.89,112.00188999999999,113.0,112.887,1.1377,1.1377,1.0,0.005590392527148536,True,True,True,20260416,20260414
20260427,C,600338.SH,西藏珠峰,20260428,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK4_10_FD01_03,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK4_10_FD01_03,1.0,412500.0,1214588818.5702286,OK,20260430,0.10453030115951445,24.92,24.94492,27.58,27.552419999999998,1.9034,1.9034,1.0,0.08524364608284957,True,True,True,20260430,20260428
20260506,C,001287.SZ,中电港,20260507,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,890306731.5267841,OK,20260511,0.075577783560977,28.56,28.588559999999994,30.78,30.74922,1.0152,1.0152,1.0,0.0613771665839414,True,True,True,20260511,20260507
20260507,C,000700.SZ,模塑科技,20260508,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,659426449.9731749,OK,20260512,0.004501287424587108,13.82,13.83382,13.91,13.896090000000001,18.2322,18.2322,1.0,0.0027865541399628834,True,True,True,20260512,20260508
20260513,C,002654.SZ,万润科技,20260514,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,604292294.2539494,OK,20260518,0.06395183763604817,17.1,17.1171,18.23,18.21177,6.222,6.222,1.0,0.05179353023423945,True,True,True,20260518,20260514
20260519,C,605376.SH,博迁新材,20260520,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,1355395386.5919998,OK,20260522,0.15562887146843662,132.39,132.52238999999997,153.3,153.1467,1.045,1.045,1.0,0.12736581996810142,True,True,True,20260522,20260520
20260521,C,000536.SZ,华映科技,20260522,FIXED_T2_CLOSE,2,C_THIRD_LIMITUP30_50_RANK4_10_FD01_03_CHAIN_NOT15_AMOUNT_NOT2_3,C_BRANCH_3_PROFIT_EXPANSION,C_THIRD_LIMITUP30_50_RANK4_10_FD01_03_CHAIN_NOT15_AMOUNT_NOT2_3,1.0,412500.0,564178839.634318,OK,20260525,0.058267819137384436,4.14,4.144139999999999,4.39,4.38561,3.673,3.673,1.0,0.0471080133182036,True,True,True,20260525,20260522
20260525,C,002156.SZ,通富微电,20260526,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,4740585491.684922,OK,20260528,-0.051780512286354496,73.02,73.09301999999998,69.3,69.2307,2.8168,2.82,1.0,-0.04360832030890709,True,True,True,20260528,20260526
20260610,C,002636.SZ,金安国纪,20260611,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK2_3_FD01_03_LD_15_30,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK2_3_FD01_03_LD_15_30,1.0,412500.0,6636505213.829761,OK,20260615,0.25446170564972204,77.44,77.51744,97.34,97.24266,2.7328,2.7328,1.0,0.20883686312622027,True,True,True,20260615,20260611
20260616,C,002436.SZ,兴森科技,20260617,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,3033213768.517252,OK,20260622,0.18181529645648742,45.01,45.055009999999996,53.3,53.2467,13.4885,13.4885,1.0,0.14895212150474507,True,True,True,20260622,20260617
20260622,C,603399.SH,永杉锂业,20260623,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,321852539.87442595,OK,20260625,0.028765432210582143,22.06,22.082059999999995,22.74,22.71726,1.471,1.471,1.0,0.02278825907365554,True,True,True,20260625,20260623
20260623,C,002014.SZ,永新股份,20260624,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,388775526.618258,OK,20260626,-0.10038008172999269,11.26,11.271259999999998,10.15,10.139850000000001,14.5421,14.5421,1.0,-0.08367048843762791,True,True,True,20260626,20260624
20260625,C,603690.SH,至纯科技,20260626,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,497649837.6012789,OK,20260630,0.039096197919727294,34.0,34.034,35.4,35.364599999999996,1.2352,1.2352,1.0,0.03130423724951516,True,True,True,20260630,20260626
20260630,C,603662.SH,柯力传感,20260701,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,657500519.5264385,OK,20260703,0.10124358400220479,72.5,72.57249999999999,80.0,79.92,2.5245,2.5245,1.0,0.08253430077680947,True,True,True,20260703,20260701
20260701,C,002940.SZ,昂利康,20260702,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,225318127.41245505,OK,20260706,0.011308691308691277,30.0,30.029999999999998,30.4,30.3696,2.3169,2.3169,1.0,0.00839811329670327,True,True,True,20260706,20260702
20260703,C,002141.SZ,贤丰控股,20260706,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,246976543.66745907,OK,20260708,0.052506815218679614,5.31,5.315309999999999,5.6,5.594399999999999,8.059,8.059,1.0,0.042359034876140796,True,True,True,20260708,20260706
20260708,C,002841.SZ,视源股份,20260709,FIXED_T2_CLOSE,2,C_THIRD_LIMITUP30_50_RANK4_10_FD01_03_CHAIN_NOT15_AMOUNT_NOT2_3,C_BRANCH_3_PROFIT_EXPANSION,C_THIRD_LIMITUP30_50_RANK4_10_FD01_03_CHAIN_NOT15_AMOUNT_NOT2_3,1.0,412500.0,2369614049.09251,OK,20260710,0.160390263693301,45.11,45.15510999999999,52.45,52.39755,1.823,1.823,1.0,0.13129078675326028,True,True,True,20260710,20260709
20260715,C,605255.SH,天普股份,20260716,FIXED_T3_CLOSE,3,C_STRONG_LEADER_RANK4_10_FD01_03,C_BRANCH_2_STRONG_LEADER,C_STRONG_LEADER_RANK4_10_FD01_03,1.0,412500.0,380812383.8584001,OK,20260720,-0.21242752315502,81.1,81.18109999999999,64.0,63.936,1.138,1.138,1.0,-0.17603475191054316,True,True,True,20260720,20260716
20260804,C,603990.SH,麦迪科技,20260805,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,164488831.927944,OK,20260807,0.21802103804292017,18.28,18.29828,22.31,22.287689999999998,3.124,3.124,1.0,0.17879766382673692,True,True,True,20260807,20260805
20260812,C,002172.SZ,澳洋健康,20260813,FIXED_T3_CLOSE,3,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,C_BRANCH_1_CORE_REFINEMENT,C_CORE_REFINEMENT_1100_1330_MULTI_OPEN,1.0,412500.0,152133541.67834374,LIMIT_UP_UNBUYABLE,,,,,,,,,,,False,False,False,,20260813
